N,Best Case,Worst Case, Average Case
147,0,2,1.9863945578231292
148,0,2,1.9864864864864864
149,0,2,1.9865771812080537
150,0,2,1.9866666666666666
151,0,2,1.9867549668874172
152,0,2,1.986842105263158
153,0,2,1.9869281045751634
154,0,2,1.9870129870129871
155,0,2,1.9870967741935484
156,0,2,1.9871794871794872
157,0,2,1.9872611464968153
158,0,2,1.9873417721518987
159,0,2,1.9874213836477987
160,0,2,1.9875
161,0,2,1.9875776397515528
162,0,2,1.9876543209876543
163,0,2,1.9877300613496933
164,0,2,1.9878048780487805
165,0,2,1.9878787878787878
166,0,2,1.9879518072289157
167,0,2,1.9880239520958083
168,0,2,1.9880952380952381
169,0,2,1.9881656804733727
170,0,2,1.988235294117647
171,0,2,1.9883040935672514
172,0,2,1.9883720930232558
173,0,2,1.9884393063583814
174,0,2,1.9885057471264367
175,0,2,1.9885714285714287
176,0,2,1.9886363636363635
177,0,2,1.9887005649717515
178,0,2,1.9887640449438202
179,0,2,1.988826815642458
180,0,2,1.988888888888889
181,0,2,1.988950276243094
182,0,2,1.989010989010989
183,0,2,1.989071038251366
184,0,2,1.9891304347826086
185,0,2,1.9891891891891893
186,0,2,1.989247311827957
187,0,2,1.9893048128342246
188,0,2,1.9893617021276595
189,0,2,1.9894179894179893
190,0,2,1.9894736842105263
191,0,2,1.9895287958115184
192,0,2,1.9895833333333333
193,0,2,1.9896373056994818
194,0,2,1.9896907216494846
195,0,2,1.9897435897435898
196,0,2,1.989795918367347
197,0,2,1.9898477157360406
198,0,2,1.9898989898989898
199,0,2,1.9899497487437185
200,0,2,1.99
201,0,2,1.9900497512437811
202,0,2,1.99009900990099
203,0,2,1.9901477832512315
204,0,2,1.9901960784313726
205,0,2,1.9902439024390244
206,0,2,1.9902912621359223
207,0,2,1.9903381642512077
208,0,2,1.9903846153846154
209,0,2,1.9904306220095693
210,0,2,1.9904761904761905
211,0,2,1.990521327014218
212,0,2,1.990566037735849
213,0,2,1.9906103286384977
214,0,2,1.9906542056074767
215,0,2,1.9906976744186047
216,0,2,1.9907407407407407
217,0,2,1.9907834101382489
218,0,2,1.9908256880733946
219,0,2,1.9908675799086757
220,0,2,1.990909090909091
221,0,2,1.990950226244344
222,0,2,1.990990990990991
223,0,2,1.9910313901345291
224,0,2,1.9910714285714286
225,0,2,1.991111111111111
226,0,2,1.991150442477876
227,0,2,1.9911894273127753
228,0,2,1.9912280701754386
229,0,2,1.9912663755458515
230,0,2,1.991304347826087
231,0,2,1.9913419913419914
232,0,2,1.9913793103448276
233,0,2,1.9914163090128756
234,0,2,1.9914529914529915
235,0,2,1.9914893617021276
236,0,2,1.9915254237288136
237,0,2,1.9915611814345993
238,0,2,1.9915966386554622
239,0,2,1.99163179916318
240,0,2,1.9916666666666667
241,0,2,1.991701244813278
242,0,2,1.9917355371900827
243,0,2,1.991769547325103
244,0,2,1.9918032786885247
245,0,2,1.9918367346938775
246,0,2,1.991869918699187
247,0,2,1.991902834008097
248,0,2,1.9919354838709677
249,0,2,1.9919678714859437
250,0,2,1.992
251,0,2,1.9920318725099602
252,0,2,1.992063492063492
253,0,2,1.992094861660079
254,0,2,1.9921259842519685
255,0,2,1.992156862745098
256,0,2,1.9921875
257,0,2,1.9922178988326849
258,0,2,1.9922480620155039
259,0,2,1.9922779922779923
260,0,2,1.9923076923076923
261,0,2,1.9923371647509578
262,0,2,1.9923664122137406
263,0,2,1.9923954372623573
264,0,2,1.9924242424242424
265,0,2,1.9924528301886792
266,0,2,1.9924812030075187
267,0,2,1.9925093632958801
268,0,2,1.992537313432836
269,0,2,1.9925650557620818
270,0,2,1.9925925925925927
271,0,2,1.992619926199262
272,0,2,1.9926470588235294
273,0,2,1.9926739926739927
274,0,2,1.9927007299270072
275,0,2,1.9927272727272727
276,0,2,1.9927536231884058
277,0,2,1.9927797833935017
278,0,2,1.9928057553956835
279,0,2,1.992831541218638
280,0,2,1.9928571428571429
281,0,2,1.99288256227758
282,0,2,1.9929078014184398
283,0,2,1.9929328621908127
284,0,2,1.9929577464788732
285,0,2,1.9929824561403509
286,0,2,1.993006993006993
287,0,2,1.9930313588850175
288,0,2,1.9930555555555556
289,0,2,1.9930795847750864
290,0,2,1.993103448275862
291,0,2,1.993127147766323
292,0,2,1.9931506849315068
293,0,2,1.993174061433447
294,0,2,1.9931972789115646
295,0,2,1.993220338983051
296,0,2,1.9932432432432432
297,0,2,1.9932659932659933
298,0,2,1.9932885906040267
299,0,2,1.9933110367892977
300,0,2,1.9933333333333334
301,0,2,1.9933554817275747
302,0,2,1.9933774834437086
303,0,2,1.9933993399339933
304,0,2,1.993421052631579
305,0,2,1.9934426229508198
306,0,2,1.9934640522875817
307,0,2,1.993485342019544
308,0,2,1.9935064935064934
309,0,2,1.993527508090615
310,0,2,1.9935483870967743
311,0,2,1.9935691318327975
312,0,2,1.9935897435897436
313,0,2,1.9936102236421724
314,0,2,1.9936305732484076
315,0,2,1.9936507936507937
316,0,2,1.9936708860759493
317,0,2,1.9936908517350158
318,0,2,1.9937106918238994
319,0,2,1.993730407523511
320,0,2,1.99375
321,0,2,1.9937694704049844
322,0,2,1.9937888198757765
323,0,2,1.9938080495356036
324,0,2,1.9938271604938271
325,0,2,1.9938461538461538
326,0,2,1.9938650306748467
327,0,2,1.9938837920489296
328,0,2,1.9939024390243902
329,0,2,1.993920972644377
330,0,2,1.993939393939394
331,0,2,1.9939577039274925
332,0,2,1.9939759036144578
333,0,2,1.993993993993994
334,0,2,1.9940119760479043
335,0,2,1.9940298507462686
336,0,2,1.994047619047619
337,0,2,1.9940652818991098
338,0,2,1.9940828402366864
339,0,2,1.9941002949852507
340,0,2,1.9941176470588236
341,0,2,1.9941348973607038
342,0,2,1.9941520467836258
343,0,2,1.9941690962099126
344,0,2,1.994186046511628
345,0,2,1.9942028985507247
346,0,2,1.9942196531791907
347,0,2,1.994236311239193
348,0,2,1.9942528735632183
349,0,2,1.994269340974212
350,0,2,1.9942857142857142
351,0,2,1.9943019943019944
352,0,2,1.9943181818181819
353,0,2,1.9943342776203965
354,0,2,1.9943502824858756
355,0,2,1.9943661971830986
356,0,2,1.9943820224719102
357,0,2,1.9943977591036415
358,0,2,1.994413407821229
359,0,2,1.9944289693593316
360,0,2,1.9944444444444445
361,0,2,1.994459833795014
362,0,2,1.9944751381215469
363,0,2,1.9944903581267217
364,0,2,1.9945054945054945
365,0,2,1.9945205479452055
366,0,2,1.994535519125683
367,0,2,1.994550408719346
368,0,2,1.9945652173913044
369,0,2,1.994579945799458
370,0,2,1.9945945945945946
371,0,2,1.994609164420485
372,0,2,1.9946236559139785
373,0,2,1.9946380697050938
374,0,2,1.9946524064171123
375,0,2,1.9946666666666666
376,0,2,1.9946808510638299
377,0,2,1.9946949602122015
378,0,2,1.9947089947089947
379,0,2,1.9947229551451187
380,0,2,1.9947368421052631
381,0,2,1.994750656167979
382,0,2,1.9947643979057592
383,0,2,1.9947780678851175
384,0,2,1.9947916666666667
385,0,2,1.9948051948051948
386,0,2,1.994818652849741
387,0,2,1.9948320413436693
388,0,2,1.9948453608247423
389,0,2,1.9948586118251928
390,0,2,1.994871794871795
391,0,2,1.9948849104859334
392,0,2,1.9948979591836735
393,0,2,1.994910941475827
394,0,2,1.9949238578680204
395,0,2,1.9949367088607595
396,0,2,1.994949494949495
397,0,2,1.9949622166246852
398,0,2,1.9949748743718594
399,0,2,1.994987468671679
400,0,2,1.995
401,0,2,1.9950124688279303
402,0,2,1.9950248756218905
403,0,2,1.9950372208436724
404,0,2,1.995049504950495
405,0,2,1.9950617283950618
406,0,2,1.9950738916256157
407,0,2,1.9950859950859952
408,0,2,1.9950980392156863
409,0,2,1.9951100244498778
410,0,2,1.9951219512195122
411,0,2,1.9951338199513382
412,0,2,1.9951456310679612
413,0,2,1.9951573849878934
414,0,2,1.9951690821256038
415,0,2,1.9951807228915663
416,0,2,1.9951923076923077
417,0,2,1.9952038369304557
418,0,2,1.9952153110047848
419,0,2,1.9952267303102624
420,0,2,1.9952380952380953
421,0,2,1.995249406175772
422,0,2,1.995260663507109
423,0,2,1.9952718676122931
424,0,2,1.9952830188679245
425,0,2,1.9952941176470589
426,0,2,1.9953051643192488
427,0,2,1.9953161592505855
428,0,2,1.9953271028037383
429,0,2,1.9953379953379953
430,0,2,1.9953488372093022
431,0,2,1.9953596287703017
432,0,2,1.9953703703703705
433,0,2,1.9953810623556583
434,0,2,1.9953917050691243
435,0,2,1.9954022988505746
436,0,2,1.9954128440366972
437,0,2,1.9954233409610984
438,0,2,1.995433789954338
439,0,2,1.9954441913439636
440,0,2,1.9954545454545454
441,0,2,1.9954648526077097
442,0,2,1.995475113122172
443,0,2,1.9954853273137698
444,0,2,1.9954954954954955
445,0,2,1.9955056179775281
446,0,2,1.9955156950672646
447,0,2,1.9955257270693512
448,0,2,1.9955357142857142
449,0,2,1.9955456570155903
450,0,2,1.9955555555555555
451,0,2,1.9955654101995566
452,0,2,1.9955752212389382
453,0,2,1.9955849889624724
454,0,2,1.9955947136563876
455,0,2,1.9956043956043956
456,0,2,1.9956140350877194
457,0,2,1.9956236323851204
458,0,2,1.9956331877729259
459,0,2,1.9956427015250544
460,0,2,1.9956521739130435
461,0,2,1.9956616052060738
462,0,2,1.9956709956709957
463,0,2,1.9956803455723542
464,0,2,1.9956896551724137
465,0,2,1.9956989247311827
466,0,2,1.9957081545064377
467,0,2,1.9957173447537473
468,0,2,1.9957264957264957
469,0,2,1.995735607675906
470,0,2,1.995744680851064
471,0,2,1.9957537154989384
472,0,2,1.9957627118644068
473,0,2,1.9957716701902748
474,0,2,1.9957805907172996
475,0,2,1.9957894736842106
476,0,2,1.995798319327731
477,0,2,1.9958071278825995
478,0,2,1.99581589958159
479,0,2,1.9958246346555324
480,0,2,1.9958333333333333
481,0,2,1.995841995841996
482,0,2,1.995850622406639
483,0,2,1.9958592132505175
484,0,2,1.9958677685950412
485,0,2,1.9958762886597938
486,0,2,1.9958847736625513
487,0,2,1.995893223819302
488,0,2,1.9959016393442623
489,0,2,1.9959100204498978
490,0,2,1.9959183673469387
491,0,2,1.9959266802443991
492,0,2,1.9959349593495934
493,0,2,1.9959432048681542
494,0,2,1.9959514170040487
495,0,2,1.995959595959596
496,0,2,1.9959677419354838
497,0,2,1.9959758551307847
498,0,2,1.9959839357429718
499,0,2,1.9959919839679359
500,0,2,1.996
