N,Best Case,Worst Case, Average Case
385,2,34,19.26233766233766
386,2,34,19.269430051813472
387,2,34,19.29198966408269
388,2,34,19.314432989690722
389,2,34,19.311053984575835
390,2,34,19.328205128205127
391,2,34,19.365728900255753
392,2,34,19.377551020408163
393,2,34,19.384223918575064
394,2,34,19.390862944162436
395,2,34,19.40759493670886
396,2,34,19.40909090909091
397,2,34,19.425692695214106
398,2,34,19.4321608040201
399,2,34,19.448621553884713
400,2,34,19.465
401,2,34,19.481296758104737
402,2,34,19.497512437810947
403,2,34,19.49379652605459
404,2,34,19.5
405,2,34,19.506172839506174
406,2,34,19.51231527093596
407,2,34,19.513513513513512
408,2,34,19.529411764705884
409,2,34,19.535452322738386
410,2,34,19.55609756097561
411,2,34,19.57177615571776
412,2,34,19.58252427184466
413,2,34,19.578692493946733
414,2,34,19.613526570048307
415,2,34,19.62409638554217
416,2,34,19.60576923076923
417,2,34,19.60671462829736
418,2,34,19.60287081339713
419,2,34,19.618138424821
420,2,34,19.633333333333333
421,2,34,19.653206650831354
422,2,34,19.654028436018958
423,2,34,19.6548463356974
424,2,34,19.669811320754718
425,2,34,19.656470588235294
426,2,34,19.657276995305164
427,2,34,19.66744730679157
428,2,34,19.677570093457945
429,2,34,19.678321678321677
430,2,34,19.693023255813955
431,2,34,19.693735498839906
432,2,34,19.72222222222222
433,2,34,19.745958429561203
434,2,34,19.76036866359447
435,2,34,19.78390804597701
436,2,34,19.788990825688074
437,2,34,19.80320366132723
438,2,34,19.80821917808219
439,2,34,19.813211845102504
440,2,34,19.8
441,2,34,19.81859410430839
442,2,34,19.832579185520363
443,2,34,19.851015801354404
444,2,34,19.855855855855857
445,2,34,19.865168539325843
446,2,34,19.8609865470852
447,2,34,19.86577181208054
448,2,34,19.875
449,2,34,19.870824053452115
450,2,34,19.875555555555554
451,2,34,19.88470066518847
452,2,34,19.893805309734514
453,2,34,19.898454746136867
454,2,34,19.894273127753305
455,2,34,19.912087912087912
456,2,34,19.92982456140351
457,2,34,19.921225382932167
458,2,34,19.912663755458514
459,2,34,19.92156862745098
460,2,34,19.943478260869565
461,2,34,19.94360086767896
462,2,34,19.93073593073593
463,2,34,19.930885529157667
464,2,34,19.94396551724138
465,2,34,19.944086021505377
466,2,34,19.96137339055794
467,2,34,19.98286937901499
468,2,34,19.974358974358974
469,2,34,19.97867803837953
470,2,34,19.97872340425532
471,2,34,19.97876857749469
472,2,34,19.978813559322035
473,2,34,19.99154334038055
474,2,34,19.9957805907173
475,2,34,20.004210526315788
476,2,34,20.00420168067227
477,2,34,19.9958071278826
478,2,34,20.00418410041841
479,2,34,20.025052192066806
480,2,34,20.041666666666668
481,2,34,20.037422037422036
482,2,34,20.024896265560166
483,2,34,20.016563146997928
484,2,34,20.024793388429753
485,2,34,20.016494845360825
486,2,34,20.037037037037038
487,2,34,20.04928131416838
488,2,34,20.065573770491802
489,2,34,20.06952965235174
490,2,34,20.073469387755104
491,2,34,20.077393075356415
492,2,34,20.09349593495935
493,2,36,20.125760649087223
494,2,36,20.13765182186235
495,2,36,20.14949494949495
496,2,36,20.14516129032258
497,2,36,20.15291750503018
498,2,36,20.160642570281123
499,2,36,20.17635270541082
500,2,36,20.184
